All by-Identity Ungapped Fragments (Hits based approach)
[Abr.98/Apr.2010/Dec.2011 -- <ortrelles@uma.es>
SeqX filename        : ECOLI_B.fasta
SeqY filename        : ECOLI_K12.fasta
SeqX name            : NZ_CP014268.2
SeqY name            : NZ_CP009789.1
SeqX length          : 4478958
SeqY length          : 4558660
Min.fragment.length  : 64
Min.Identity         : 80
Tot Hits (seeds)     : 75136
Tot Hits (seeds) used: 6080
Total fragments      : 2242
========================================================
Total CSB: 0
========================================================
Type,xStart,yStart,xEnd,yEnd,strand(f/r),block,length,score,ident,similarity,%ident,SeqX,SeqY
Frag,3518802,2931587,3518992,2931777,f,0,191,684,181,94.76,94.76,0,0
Frag,3842566,3255350,3842700,3255484,f,0,135,444,123,91.11,91.11,0,0
Frag,3507001,2919676,3535736,2948411,f,0,28736,113056,28500,99.18,99.18,0,0
Frag,3535731,2948405,3547729,2960403,f,0,11999,47692,11961,99.68,99.68,0,0
Frag,3547722,2960395,3554113,2966786,f,0,6392,25264,6354,99.41,99.41,0,0
Frag,3842578,3255249,3842700,3255371,f,0,123,428,115,93.50,93.50,0,0
Frag,3849572,3262237,3853701,3266366,f,0,4130,16176,4087,98.96,98.96,0,0
Frag,3842713,3255377,3849575,3262239,f,0,6863,27156,6826,99.46,99.46,0,0
Frag,3518912,2931477,3519102,2931667,f,0,191,684,181,94.76,94.76,0,0
Frag,3835580,3248139,3842238,3254797,f,0,6659,26460,6637,99.67,99.67,0,0
Frag,3842243,3254801,3842700,3255258,f,0,458,1704,442,96.51,96.51,0,0
Frag,3842713,3255264,3842881,3255432,f,0,169,572,156,92.31,92.31,0,0
Frag,3519022,2931477,3519104,2931559,f,0,83,332,83,100.00,100.00,0,0
Frag,3842723,3255161,3842882,3255320,f,0,160,552,149,93.12,93.12,0,0
Frag,3767076,3179013,3767231,3179168,f,0,156,520,143,91.67,91.67,0,0
Frag,3767229,3179165,3767431,3179367,f,0,203,652,183,90.15,90.15,0,0
Frag,3390876,2802554,3390964,2802642,f,0,89,348,88,98.88,98.88,0,0
Frag,3775815,3187394,3776692,3188271,f,0,878,3432,868,98.86,98.86,0,0
Frag,3776694,3188272,3780066,3191644,f,0,3373,13484,3372,99.97,99.97,0,0
Frag,3780063,3191640,3812061,3223638,f,0,31999,127356,31919,99.75,99.75,0,0
Frag,3767252,3178813,3775664,3187225,f,0,8413,33364,8377,99.57,99.57,0,0
Frag,3767076,3178636,3767276,3178836,f,0,201,796,200,99.50,99.50,0,0
Frag,3759960,3171519,3767104,3178663,f,0,7145,28188,7096,99.31,99.31,0,0
Frag,3803864,3215341,3804061,3215538,f,0,198,584,172,86.87,86.87,0,0
Frag,3390992,2802396,3391147,2802551,f,0,156,552,147,94.23,94.23,0,0
Frag,3824838,3236199,3830972,3242333,f,0,6135,24148,6086,99.20,99.20,0,0
Frag,3812490,3223850,3835584,3246944,f,0,23095,55452,18479,80.01,80.01,0,0
Frag,3390785,2802049,3390972,2802236,f,0,188,672,178,94.68,94.68,0,0
Frag,3391293,2802557,3391378,2802642,f,0,86,320,83,96.51,96.51,0,0
Frag,3390968,2802231,3391045,2802308,f,0,78,280,74,94.87,94.87,0,0
Frag,3555556,2966783,3558623,2969850,f,0,3068,12024,3037,98.99,98.99,0,0
Frag,3558621,2969847,3560952,2972178,f,0,2332,9000,2291,98.24,98.24,0,0
Frag,3767451,3178635,3767607,3178791,f,0,157,532,145,92.36,92.36,0,0
Frag,3362886,2774055,3366940,2778109,f,0,4055,15212,3929,96.89,96.89,0,0
Frag,3361620,2772788,3362886,2774054,f,0,1267,4724,1224,96.61,96.61,0,0
Frag,3391161,2802289,3391267,2802395,f,0,107,396,103,96.26,96.26,0,0
Frag,3371500,2782597,3381218,2792315,f,0,9719,38468,9668,99.48,99.48,0,0
Frag,3367176,2778272,3371526,2782622,f,0,4351,16836,4280,98.37,98.37,0,0
Frag,3381231,2792228,3381672,2792669,f,0,442,1704,434,98.19,98.19,0,0
Frag,3381673,2792663,3387561,2798551,f,0,5889,23484,5880,99.85,99.85,0,0
Frag,3387562,2798551,3401657,2812646,f,0,14096,55720,14013,99.41,99.41,0,0
Frag,3401658,2812646,3436589,2847577,f,0,34932,135688,34427,98.55,98.55,0,0
Frag,3436584,2847571,3450767,2861754,f,0,14184,55968,14088,99.32,99.32,0,0
Frag,3391300,2802150,3391406,2802256,f,0,107,396,103,96.26,96.26,0,0
Frag,3391242,2801957,3391319,2802034,f,0,78,280,74,94.87,94.87,0,0
Frag,3391060,2801774,3391247,2801961,f,0,188,672,178,94.68,94.68,0,0
Frag,3391568,2802282,3391653,2802367,f,0,86,320,83,96.51,96.51,0,0
Frag,3391407,2801981,3391562,2802136,f,0,156,552,147,94.23,94.23,0,0
Frag,3855997,3266357,3863727,3274087,f,0,7731,29932,7607,98.40,98.40,0,0
Frag,3863724,3274083,3894194,3304553,f,0,30471,120500,30298,99.43,99.43,0,0
Frag,3894195,3304553,3909687,3320045,f,0,15493,61164,15392,99.35,99.35,0,0
Frag,3909692,3320049,3924141,3334498,f,0,14450,57408,14401,99.66,99.66,0,0
Frag,3724494,3134830,3724565,3134901,f,0,72,272,70,97.22,97.22,0,0
Frag,3391565,2801865,3391653,2801953,f,0,89,348,88,98.88,98.88,0,0
Frag,3705206,3115432,3721139,3131365,f,0,15934,63288,15878,99.65,99.65,0,0
Frag,3721137,3131362,3721499,3131724,f,0,363,1388,355,97.80,97.80,0,0
Frag,3721501,3131724,3759964,3170187,f,0,38464,152440,38287,99.54,99.54,0,0
Frag,3724607,3134717,3724678,3134788,f,0,72,272,70,97.22,97.22,0,0
Frag,2819867,2227985,2820635,2228753,f,0,769,3076,769,100.00,100.00,0,0
Frag,4335308,3739154,4335483,3739329,f,0,176,576,160,90.91,90.91,0,0
Frag,4264042,3667299,4267993,3671250,f,0,3952,15488,3912,98.99,98.99,0,0
Frag,4301879,3704949,4319500,3722570,f,0,17622,69848,17542,99.55,99.55,0,0
Frag,4300718,3703787,4301878,3704947,f,0,1161,4596,1155,99.48,99.48,0,0
Frag,4300006,3703074,4300720,3703788,f,0,715,2836,712,99.58,99.58,0,0
Frag,4114688,3517637,4130308,3533257,f,0,15621,60772,15407,98.63,98.63,0,0
Frag,4130423,3533370,4130522,3533469,f,0,100,352,94,94.00,94.00,0,0
Frag,4035534,3438444,4071589,3474499,f,0,36056,142816,35880,99.51,99.51,0,0
Frag,4106547,3509431,4113096,3515980,f,0,6550,25672,6484,98.99,98.99,0,0
Frag,4113096,3515979,4114689,3517572,f,0,1594,6344,1590,99.75,99.75,0,0
Frag,4082562,3485429,4092258,3495125,f,0,9697,38172,9620,99.21,99.21,0,0
Frag,4092282,3495147,4106533,3509398,f,0,14252,56112,14140,99.21,99.21,0,0
Frag,4267999,3670773,4268476,3671250,f,0,478,1432,418,87.45,87.45,0,0
Frag,4276945,3679404,4277052,3679511,f,0,108,432,108,100.00,100.00,0,0
Frag,4268482,3670773,4300014,3702305,f,0,31533,124668,31350,99.42,99.42,0,0
Frag,4024569,3426846,4035565,3437842,f,0,10997,43748,10967,99.73,99.73,0,0
Frag,4072358,3474491,4082028,3484161,f,0,9671,38260,9618,99.45,99.45,0,0
Frag,4277113,3679236,4277220,3679343,f,0,108,432,108,100.00,100.00,0,0
Frag,4339227,3741321,4342598,3744692,f,0,3372,13288,3347,99.26,99.26,0,0
Frag,4335307,3737400,4339233,3741326,f,0,3927,15548,3907,99.49,99.49,0,0
Frag,4342600,3744692,4346588,3748680,f,0,3989,15788,3968,99.47,99.47,0,0
Frag,4220850,3622909,4237175,3639234,f,0,16326,65224,16316,99.94,99.94,0,0
Frag,4237161,3639219,4264049,3666107,f,0,26889,106564,26765,99.54,99.54,0,0
Frag,3991007,3392606,3991143,3392742,f,0,137,508,132,96.35,96.35,0,0
Frag,3959710,3361243,3959799,3361332,f,0,90,336,87,96.67,96.67,0,0
Frag,3959710,3361152,3959890,3361332,f,0,181,700,178,98.34,98.34,0,0
Frag,3979923,3381278,3986696,3388051,f,0,6774,26336,6679,98.60,98.60,0,0
Frag,3986698,3388052,3992500,3393854,f,0,5803,22780,5749,99.07,99.07,0,0
Frag,3992506,3393858,3993824,3395176,f,0,1319,5212,1311,99.39,99.39,0,0
Frag,3958089,3359440,3979926,3381277,f,0,21838,86728,21760,99.64,99.64,0,0
Frag,3993835,3395185,3994396,3395746,f,0,562,2216,558,99.29,99.29,0,0
Frag,3950874,3352219,3958103,3359448,f,0,7230,28208,7141,98.77,98.77,0,0
Frag,3936608,3337952,3950883,3352227,f,0,14276,56184,14161,99.19,99.19,0,0
Frag,3994414,3395755,4024572,3425913,f,0,30159,120356,30124,99.88,99.88,0,0
Frag,3959801,3361061,3959981,3361241,f,0,181,700,178,98.34,98.34,0,0
Frag,3959892,3361061,3959981,3361150,f,0,90,336,87,96.67,96.67,0,0
Frag,3991252,3392361,3991388,3392497,f,0,137,500,131,95.62,95.62,0,0
Frag,4216844,3617935,4216978,3618069,f,0,135,348,111,82.22,82.22,0,0
Frag,3959932,3361009,3959995,3361072,f,0,64,208,58,90.62,90.62,0,0
Frag,3935677,3336711,3936137,3337171,f,0,461,1668,439,95.23,95.23,0,0
Frag,4161318,3562194,4167179,3568055,f,0,5862,22216,5708,97.37,97.37,0,0
Frag,4153000,3553874,4161324,3562198,f,0,8325,32876,8272,99.36,99.36,0,0
Frag,4167184,3568049,4172586,3573451,f,0,5403,20780,5299,98.08,98.08,0,0
Frag,4172514,3573376,4202085,3602947,f,0,29572,116000,29286,99.03,99.03,0,0
Frag,4202080,3602941,4209438,3610299,f,0,7359,29252,7336,99.69,99.69,0,0
Frag,4209439,3610299,4220854,3621714,f,0,11416,44752,11302,99.00,99.00,0,0
Frag,4217075,3617704,4217209,3617838,f,0,135,348,111,82.22,82.22,0,0
Frag,4336781,3737121,4337236,3737576,f,0,456,1624,431,94.52,94.52,0,0
Frag,4144466,3544563,4153011,3553108,f,0,8546,33384,8446,98.83,98.83,0,0
Frag,4133672,3533768,4144471,3544567,f,0,10800,42800,10750,99.54,99.54,0,0
Frag,4133367,3533462,4133696,3533791,f,0,330,1192,314,95.15,95.15,0,0
Frag,4323522,3722571,4323711,3722760,f,0,190,600,170,89.47,89.47,0,0
Frag,4323922,3722755,4335001,3733834,f,0,11080,43456,10972,99.03,99.03,0,0
Frag,4335005,3733837,4335312,3734144,f,0,308,1216,306,99.35,99.35,0,0
Frag,4381358,3779793,4381547,3779982,f,0,190,464,153,80.53,80.53,0,0
Frag,4381610,3780040,4391910,3790340,f,0,10301,39228,10054,97.60,97.60,0,0
Frag,4391903,3790332,4400511,3798940,f,0,8609,34028,8558,99.41,99.41,0,0
Frag,4401369,3799113,4410240,3807984,f,0,8872,35376,8858,99.84,99.84,0,0
Frag,4368350,3765591,4371288,3768529,f,0,2939,11364,2890,98.33,98.33,0,0
Frag,4356775,3752794,4368288,3764307,f,0,11514,44552,11326,98.37,98.37,0,0
Frag,4352765,3748740,4356734,3752709,f,0,3970,15832,3964,99.85,99.85,0,0
Frag,3153765,2540477,3155450,2542162,f,0,1686,6600,1668,98.93,98.93,0,0
Frag,3165665,2552331,3165752,2552418,f,0,88,328,85,96.59,96.59,0,0
Frag,3155592,2542158,3165852,2552418,f,0,10261,40060,10138,98.80,98.80,0,0
Frag,3220493,2606969,3250990,2637466,f,0,30498,121496,30436,99.80,99.80,0,0
Frag,3207918,2594393,3220496,2606971,f,0,12579,49460,12472,99.15,99.15,0,0
Frag,3202524,2588993,3207931,2594400,f,0,5408,21448,5385,99.57,99.57,0,0
Frag,3201759,2588227,3202532,2589000,f,0,774,2976,759,98.06,98.06,0,0
Frag,3171137,2557604,3201768,2588235,f,0,30632,121888,30552,99.74,99.74,0,0
Frag,3165765,2552231,3171143,2557609,f,0,5379,21028,5318,98.87,98.87,0,0
Frag,3165865,2552231,3165952,2552318,f,0,88,328,85,96.59,96.59,0,0
Frag,2726087,2111716,2727448,2113077,f,0,1362,4872,1290,94.71,94.71,0,0
Frag,3131453,2516812,3144035,2529394,f,0,12583,49708,12505,99.38,99.38,0,0
Frag,3252521,2637874,3252611,2637964,f,0,91,292,82,90.11,90.11,0,0
Frag,3144052,2529395,3153722,2539065,f,0,9671,36468,9394,97.14,97.14,0,0
Frag,3261250,2646583,3261343,2646676,f,0,94,336,89,94.68,94.68,0,0
Frag,3261250,2646492,3261434,2646676,f,0,185,700,180,97.30,97.30,0,0
Frag,3255480,2640631,3290572,2675723,f,0,35093,137972,34793,99.15,99.15,0,0
Frag,3290577,2675710,3296271,2681404,f,0,5695,22212,5624,98.75,98.75,0,0
Frag,3261341,2646401,3261525,2646585,f,0,185,700,180,97.30,97.30,0,0
Frag,3252430,2637461,3255439,2640470,f,0,3010,11968,3001,99.70,99.70,0,0
Frag,3261432,2646401,3261525,2646494,f,0,94,336,89,94.68,94.68,0,0
Frag,3252843,2637552,3252933,2637642,f,0,91,292,82,90.11,90.11,0,0
Frag,3345966,2730520,3355496,2740050,f,0,9531,37676,9475,99.41,99.41,0,0
Frag,3329202,2713644,3331027,2715469,f,0,1826,7208,1814,99.34,99.34,0,0
Frag,3337360,2721802,3345968,2730410,f,0,8609,33924,8545,99.26,99.26,0,0
Frag,3331032,2715473,3337372,2721813,f,0,6341,24964,6291,99.21,99.21,0,0
Frag,3325749,2710107,3327047,2711405,f,0,1299,5084,1285,98.92,98.92,0,0
Frag,3297037,2681394,3304066,2688423,f,0,7030,27984,7013,99.76,99.76,0,0
Frag,3304068,2688424,3329181,2713537,f,0,25114,89376,23729,94.49,94.49,0,0
Frag,3325528,2709883,3325756,2710111,f,0,229,820,217,94.76,94.76,0,0
Frag,3130605,2512056,3130680,2512131,f,0,76,304,76,100.00,100.00,0,0
Frag,3130985,2512350,3131056,2512421,f,0,72,264,69,95.83,95.83,0,0
Frag,3130720,2512051,3130803,2512134,f,0,84,336,84,100.00,100.00,0,0
Frag,3130605,2511934,3130680,2512009,f,0,76,304,76,100.00,100.00,0,0
Frag,3127703,2509027,3127790,2509114,f,0,88,328,85,96.59,96.59,0,0
Frag,3125288,2506497,3131045,2512254,f,0,5758,23000,5754,99.93,99.93,0,0
Frag,3127818,2508912,3127905,2508999,f,0,88,328,85,96.59,96.59,0,0
Frag,3130725,2511814,3130800,2511889,f,0,76,304,76,100.00,100.00,0,0
Frag,3130842,2511929,3130925,2512012,f,0,84,336,84,100.00,100.00,0,0
Frag,3130847,2511814,3130922,2511889,f,0,76,304,76,100.00,100.00,0,0
Frag,3105289,2485150,3109431,2489292,f,0,4143,16404,4122,99.49,99.49,0,0
Frag,3109429,2489289,3125299,2505159,f,0,15871,62324,15726,99.09,99.09,0,0
Frag,3087604,2467462,3105298,2485156,f,0,17695,70516,17662,99.81,99.81,0,0
Frag,4445544,3822399,4451154,3828009,f,0,5611,22332,5597,99.75,99.75,0,0
Frag,4431109,3807963,4456196,3833050,f,0,25088,66800,20894,83.28,83.28,0,0
Frag,4459381,3835806,4478957,3855382,f,0,19577,77380,19461,99.41,99.41,0,0
Frag,4456694,3833040,4459387,3835733,f,0,2694,10480,2657,98.63,98.63,0,0
Frag,2678526,2052381,2678650,2052505,f,0,125,444,118,94.40,94.40,0,0
Frag,2678545,2049991,2678648,2050094,f,0,104,352,96,92.31,92.31,0,0
Frag,3010335,2380895,3013383,2383943,f,0,3049,11884,3010,98.72,98.72,0,0
Frag,3013591,2384084,3033759,2404252,f,0,20169,79716,20049,99.41,99.41,0,0
Frag,3033750,2404242,3069547,2440039,f,0,35798,141496,35586,99.41,99.41,0,0
Frag,3072046,2442466,3083584,2454004,f,0,11539,40508,10833,93.88,93.88,0,0
Frag,3075515,2445934,3076219,2446638,f,0,705,2756,697,98.87,98.87,0,0
Frag,3083574,2453993,3084239,2454658,f,0,666,2528,649,97.45,97.45,0,0
Frag,3085008,2454650,3087624,2457266,f,0,2617,10108,2572,98.28,98.28,0,0
Frag,3008217,2377678,3008859,2378320,f,0,643,2468,630,97.98,97.98,0,0
Frag,3007967,2377421,3008223,2377677,f,0,257,948,247,96.11,96.11,0,0
Frag,3007675,2376801,3007876,2377002,f,0,202,720,191,94.55,94.55,0,0
Frag,2981190,2348762,2983860,2351432,f,0,2671,10652,2667,99.85,99.85,0,0
Frag,2983859,2351430,3007345,2374916,f,0,23487,93900,23481,99.97,99.97,0,0
Frag,2981125,2348685,2981196,2348756,f,0,72,272,70,97.22,97.22,0,0
Frag,2940306,2307691,2970783,2338168,f,0,30478,120632,30318,99.48,99.48,0,0
Frag,2970783,2338160,2981291,2348668,f,0,10509,41100,10392,98.89,98.89,0,0
Frag,2714521,2080009,2715301,2080789,f,0,781,3028,769,98.46,98.46,0,0
Frag,2724461,2089914,2725941,2091394,f,0,1481,5340,1408,95.07,95.07,0,0
Frag,2715334,2080786,2724471,2089923,f,0,9138,34392,8868,97.05,97.05,0,0
Frag,2703250,2068297,2714303,2079350,f,0,11054,42032,10781,97.53,97.53,0,0
Frag,2705708,2070754,2705849,2070895,f,0,142,568,142,100.00,100.00,0,0
Frag,2931177,2295838,2931287,2295948,f,0,111,356,100,90.09,90.09,0,0
Frag,2931177,2295725,2931400,2295948,f,0,224,792,211,94.20,94.20,0,0
Frag,2931177,2295612,2931513,2295948,f,0,337,1244,324,96.14,96.14,0,0
Frag,2931177,2295499,2931626,2295948,f,0,450,1632,429,95.33,95.33,0,0
Frag,2797312,2161537,2797385,2161610,f,0,74,296,74,100.00,100.00,0,0
Frag,2931177,2295386,2931739,2295948,f,0,563,2212,558,99.11,99.11,0,0
Frag,2916901,2280997,2931852,2295948,f,0,14952,58608,14802,99.00,99.00,0,0
Frag,2931290,2295273,2931979,2295962,f,0,690,2560,665,96.38,96.38,0,0
Frag,2931980,2295961,2939537,2303518,f,0,7558,29664,7487,99.06,99.06,0,0
Frag,2931403,2295273,2931965,2295835,f,0,563,2044,537,95.38,95.38,0,0
Frag,2931516,2295273,2931965,2295722,f,0,450,1608,426,94.67,94.67,0,0
Frag,2931629,2295273,2931965,2295609,f,0,337,1156,313,92.88,92.88,0,0
Frag,2931742,2295273,2931965,2295496,f,0,224,744,205,91.52,91.52,0,0
Frag,2804157,2167614,2812075,2175532,f,0,7919,31036,7839,98.99,98.99,0,0
Frag,2798153,2161602,2803984,2167433,f,0,5832,23040,5796,99.38,99.38,0,0
Frag,2803979,2167427,2804167,2167615,f,0,189,572,166,87.83,87.83,0,0
Frag,2780549,2143866,2780687,2144004,f,0,139,348,113,81.29,81.29,0,0
Frag,2778838,2141828,2780545,2143535,f,0,1708,6104,1617,94.67,94.67,0,0
Frag,2780530,2143519,2781015,2144004,f,0,486,1624,446,91.77,91.77,0,0
Frag,2795765,2158729,2797314,2160278,f,0,1550,6144,1543,99.55,99.55,0,0
Frag,2794957,2157920,2795768,2158731,f,0,812,3200,806,99.26,99.26,0,0
Frag,2880884,2243782,2887529,2250427,f,0,6646,25200,6473,97.40,97.40,0,0
Frag,2887515,2250412,2916904,2279801,f,0,29390,116592,29269,99.59,99.59,0,0
Frag,2872048,2234895,2880850,2243697,f,0,8803,34724,8742,99.31,99.31,0,0
Frag,2868269,2231115,2872053,2234899,f,0,3785,14876,3752,99.13,99.13,0,0
Frag,2865912,2228753,2868268,2231109,f,0,2357,9252,2335,99.07,99.07,0,0
Frag,2780873,2143534,2781343,2144004,f,0,471,1548,429,91.08,91.08,0,0
Frag,2746446,2108782,2750854,2113190,f,0,4409,16620,4282,97.12,97.12,0,0
Frag,2793377,2155711,2794974,2157308,f,0,1598,6200,1574,98.50,98.50,0,0
Frag,2781205,2143538,2793382,2155715,f,0,12178,47800,12064,99.06,99.06,0,0
Frag,2774514,2136769,2778819,2141074,f,0,4306,16152,4172,96.89,96.89,0,0
Frag,2750930,2113178,2756195,2118443,f,0,5266,20112,5147,97.74,97.74,0,0
Frag,2756192,2118439,2774446,2136693,f,0,18255,70660,17960,98.38,98.38,0,0
Frag,2738955,2101178,2739143,2101366,f,0,189,596,169,89.42,89.42,0,0
Frag,2740951,2103174,2741176,2103399,f,0,226,664,196,86.73,86.73,0,0
Frag,2739146,2101368,2746303,2108525,f,0,7158,23120,6469,90.37,90.37,0,0
Frag,2827320,2189426,2839702,2201808,f,0,12383,47244,12097,97.69,97.69,0,0
Frag,2820636,2182741,2827321,2189426,f,0,6686,26056,6600,98.71,98.71,0,0
Frag,2847700,2209764,2865921,2227985,f,0,18222,62256,16893,92.71,92.71,0,0
Frag,2856651,2218714,2858446,2220509,f,0,1796,7184,1796,100.00,100.00,0,0
Frag,661180,19794,661948,20562,f,0,769,3060,767,99.74,99.74,0,0
Frag,2693848,2052400,2693933,2052485,f,0,86,344,86,100.00,100.00,0,0
Frag,2700157,2057499,2702453,2059795,f,0,2297,9164,2294,99.87,99.87,0,0
Frag,2674732,2030876,2691677,2047821,f,0,16946,67288,16884,99.63,99.63,0,0
Frag,2691672,2047815,2700160,2056303,f,0,8489,33932,8486,99.96,99.96,0,0
Frag,3314008,2668198,3314143,2668333,f,0,136,392,117,86.03,86.03,0,0
Frag,2696257,2049991,2696342,2050076,f,0,86,344,86,100.00,100.00,0,0
Frag,1632417,981164,1632573,981320,f,0,157,476,138,87.90,87.90,0,0
Frag,2670042,2017030,2674741,2021729,f,0,4700,18176,4622,98.34,98.34,0,0
Frag,2693848,2034689,2693951,2034792,f,0,104,352,96,92.31,92.31,0,0
Frag,2696238,2034670,2696362,2034794,f,0,125,436,117,93.60,93.60,0,0
Frag,1801524,1131633,1801591,1131700,f,0,68,184,57,83.82,83.82,0,0
Frag,4376060,3702301,4376832,3703073,f,0,773,3076,771,99.74,99.74,0,0
Frag,1065597,374584,1065662,374649,f,0,66,232,62,93.94,93.94,0,0
Frag,1065684,374578,1065755,374649,f,0,72,240,66,91.67,91.67,0,0
Frag,1065597,374483,1065662,374548,f,0,66,232,62,93.94,93.94,0,0
Frag,1065684,374477,1065755,374548,f,0,72,240,66,91.67,91.67,0,0
Frag,1065597,374382,1065662,374447,f,0,66,224,61,92.42,92.42,0,0
Frag,1065684,374376,1065755,374447,f,0,72,232,65,90.28,90.28,0,0
Frag,2507421,1815956,2527233,1835768,f,0,19813,78748,19750,99.68,99.68,0,0
Frag,2527230,1835764,2553068,1861602,f,0,25839,102036,25674,99.36,99.36,0,0
Frag,2444638,1753136,2448762,1757260,f,0,4125,16060,4070,98.67,98.67,0,0
Frag,2476341,1784839,2507426,1815924,f,0,31086,122720,30883,99.35,99.35,0,0
Frag,2437526,1746023,2444641,1753138,f,0,7116,28000,7058,99.18,99.18,0,0
Frag,2465066,1773563,2466650,1775147,f,0,1585,6292,1579,99.62,99.62,0,0
Frag,2448754,1757250,2476347,1784843,f,0,27594,99600,26247,95.12,95.12,0,0
Frag,2382625,1690629,2382857,1690861,f,0,233,700,204,87.55,87.55,0,0
Frag,2382625,1690533,2382953,1690861,f,0,329,1028,293,89.06,89.06,0,0
Frag,2382625,1690437,2383049,1690861,f,0,425,1444,393,92.47,92.47,0,0
Frag,2420557,1728281,2420634,1728358,f,0,78,264,72,92.31,92.31,0,0
Frag,2372145,1679861,2410109,1717825,f,0,37965,150764,37828,99.64,99.64,0,0
Frag,2326405,1634120,2372149,1679864,f,0,45745,181292,45534,99.54,99.54,0,0
Frag,2325601,1633315,2326414,1634128,f,0,814,3208,808,99.26,99.26,0,0
Frag,2410169,1717812,2437528,1745171,f,0,27360,108032,27184,99.36,99.36,0,0
Frag,2382721,1690341,2383145,1690765,f,0,425,1388,386,90.82,90.82,0,0
Frag,2420638,1728200,2420715,1728277,f,0,78,264,72,92.31,92.31,0,0
Frag,2382817,1690341,2383145,1690669,f,0,329,1052,296,89.97,89.97,0,0
Frag,2322960,1630160,2323217,1630417,f,0,258,736,221,85.66,85.66,0,0
Frag,2321927,1629123,2322318,1629514,f,0,392,1520,386,98.47,98.47,0,0
Frag,2597908,1905095,2618929,1926116,f,0,21022,82888,20872,99.29,99.29,0,0
Frag,2583813,1890999,2597936,1905122,f,0,14124,55128,13953,98.79,98.79,0,0
Frag,2554407,1861592,2568378,1875563,f,0,13972,54952,13855,99.16,99.16,0,0
Frag,2582591,1889776,2583813,1890998,f,0,1223,4772,1208,98.77,98.77,0,0
Frag,2568379,1875563,2582596,1889780,f,0,14218,56176,14131,99.39,99.39,0,0
Frag,2323884,1630984,2324744,1631844,f,0,861,3348,849,98.61,98.61,0,0
Frag,2324738,1631837,2325242,1632341,f,0,505,1988,501,99.21,99.21,0,0
Frag,2666016,1973010,2669273,1976267,f,0,3258,12784,3227,99.05,99.05,0,0
Frag,2618990,1925983,2666016,1973009,f,0,47027,179780,45986,97.79,97.79,0,0
Frag,2662559,1969551,2663565,1970557,f,0,1007,3844,984,97.72,97.72,0,0
Frag,2319010,1625973,2320091,1627054,f,0,1082,3920,1031,95.29,95.29,0,0
Frag,2318457,1625021,2319010,1625574,f,0,554,1976,524,94.58,94.58,0,0
Frag,1105646,410528,1105736,410618,f,0,91,252,77,84.62,84.62,0,0
Frag,2281192,1584691,2288821,1592320,f,0,7630,30120,7580,99.34,99.34,0,0
Frag,2289320,1592321,2296353,1599354,f,0,7034,28080,7027,99.90,99.90,0,0
Frag,2311480,1613759,2312570,1614849,f,0,1091,4268,1079,98.90,98.90,0,0
Frag,2297140,1599418,2307604,1609882,f,0,10465,41276,10392,99.30,99.30,0,0
Frag,2310505,1612783,2311483,1613761,f,0,979,3788,963,98.37,98.37,0,0
Frag,2307600,1609877,2310515,1612792,f,0,2916,11312,2872,98.49,98.49,0,0
Frag,2164365,1462656,2172108,1470399,f,0,7744,29960,7617,98.36,98.36,0,0
Frag,2172104,1470394,2172967,1471257,f,0,864,3400,857,99.19,99.19,0,0
Frag,2156700,1454989,2157266,1455555,f,0,567,2236,563,99.29,99.29,0,0
Frag,2157248,1455536,2164364,1462652,f,0,7117,27796,7033,98.82,98.82,0,0
Frag,2173734,1471247,2185190,1482703,f,0,11457,45588,11427,99.74,99.74,0,0
Frag,2185187,1482699,2207347,1504859,f,0,22161,87668,22039,99.45,99.45,0,0
Frag,2207347,1504857,2210823,1508333,f,0,3477,13740,3456,99.40,99.40,0,0
Frag,1505829,802713,1507294,804178,f,0,1466,5840,1463,99.80,99.80,0,0
Frag,1505705,802496,1505893,802684,f,0,189,748,188,99.47,99.47,0,0
Frag,2236538,1532645,2240052,1536159,f,0,3515,14020,3510,99.86,99.86,0,0
Frag,2240053,1536159,2251699,1547805,f,0,11647,45972,11570,99.34,99.34,0,0
Frag,2251735,1547828,2274414,1570507,f,0,22680,89992,22589,99.60,99.60,0,0
Frag,2236538,1532467,2236725,1532654,f,0,188,680,179,95.21,95.21,0,0
Frag,2217536,1513431,2217810,1513705,f,0,275,1060,270,98.18,98.18,0,0
Frag,2230755,1526650,2236540,1532435,f,0,5786,22584,5716,98.79,98.79,0,0
Frag,2217812,1513706,2230767,1526661,f,0,12956,50944,12846,99.15,99.15,0,0
Frag,2212858,1508341,2217534,1513017,f,0,4677,18244,4619,98.76,98.76,0,0
Frag,1065876,359580,1065956,359660,f,0,81,244,71,87.65,87.65,0,0
Frag,1065876,359380,1065956,359460,f,0,81,244,71,87.65,87.65,0,0
Frag,2281076,1574554,2281197,1574675,f,0,122,488,122,100.00,100.00,0,0
Frag,2277320,1570797,2281082,1574559,f,0,3763,15012,3758,99.87,99.87,0,0
Frag,2939537,2227985,2940305,2228753,f,0,769,3060,767,99.74,99.74,0,0
Frag,1408025,696286,1408105,696366,f,0,81,212,67,82.72,82.72,0,0
Frag,1426578,712083,1426693,712198,f,0,116,336,100,86.21,86.21,0,0
Frag,1569671,854539,1585372,870240,f,0,15702,61784,15574,99.18,99.18,0,0
Frag,1585356,870223,1599953,884820,f,0,14598,58040,14554,99.70,99.70,0,0
